index,constraint_id,constraint_type,density_bucket,prediction_exact_match,metric_equivalent,g0_slots,h1_slots,g0_primary_satisfied,h1_primary_satisfied,g0_gfr,h1_gfr,g0_srr,h1_srr,g0_sir,h1_sir,g0_disruption,h1_disruption,g0_focus_deleted,h1_focus_deleted,g0_candidate_deletes_focus,h1_candidate_deletes_focus,g0_vacuous_satisfaction_improvement,h1_vacuous_satisfaction_improvement,g0_non_vacuous_primary_fix,h1_non_vacuous_primary_fix
21,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91177, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
22,51435,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30111, 32159]",1,1,0.5428571428571428,0.5428571428571428,0.0,0.0,0.1111111111111111,0.1111111111111111,1,1,1,1,1,1,1,1,0,0
23,50387,inverse,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29865, 98872]",1,1,0.6551724137931034,0.6551724137931034,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
24,65737,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30512, 85884]",1,1,0.576271186440678,0.576271186440678,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
25,57267,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32938, 90312]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0
26,62202,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29766, 87234]",1,1,0.5903614457831325,0.5903614457831325,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
27,66339,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 35546]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0
28,51756,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30419, 48698]",1,1,0.9191919191919192,0.9191919191919192,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
29,64223,itemRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 36012, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
30,65857,type,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 36832, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
31,57013,inverse,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32843, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
32,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90798, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
33,56980,oneOf,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32833, 94123]",1,1,0.42105263157894735,0.42105263157894735,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
34,56396,itemRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32616, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
35,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91147, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
36,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90087, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
37,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90233, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
38,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90819, 33681, 33265]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
39,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91476, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
40,51690,itemRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30397, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
41,73199,itemRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 45349, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
42,56490,valueRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29762, 30002]",1,1,0.95,0.95,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0
43,57013,inverse,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32843, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
44,68686,itemRequiresStatement,5_16,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38708, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
45,50387,inverse,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29865, 98872]",1,1,0.8414634146341463,0.8414634146341463,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
46,66339,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 35546]",1,1,0.9206349206349206,0.9206349206349206,0.0,0.0,0.16666666666666666,0.16666666666666666,1,1,1,1,1,1,1,1,0,0
47,50362,valueType,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29859, 98872]",1,1,0.95,0.95,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
48,57796,conflictWith,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 33147, 98872]",1,1,0.9302325581395349,0.9302325581395349,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
49,51871,oneOf,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29852, 32652]",1,1,0.8539325842696629,0.8539325842696629,0.02040816326530612,0.02040816326530612,0.3333333333333333,0.3333333333333333,1,1,1,1,1,1,1,1,0,0
50,56799,conflictWith,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30122, 32713]",1,1,0.9180327868852459,0.9180327868852459,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
51,66339,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 35546]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
52,52397,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30260, 86568]",1,1,0.65,0.65,0.0,0.0,0.3,0.3,1,1,1,1,1,1,1,1,0,0
53,51863,type,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29963, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
54,52143,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29758, 30841]",1,1,0.9831460674157303,0.9831460674157303,0.0035211267605633804,0.0035211267605633804,0.16666666666666666,0.16666666666666666,1,1,1,1,1,1,1,1,0,0
55,67743,type,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38091, 98872]",1,1,0.7105263157894737,0.7105263157894737,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
56,65158,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32695, 74341]",1,1,0.8045977011494253,0.8045977011494253,0.0,0.0,0.05555555555555555,0.05555555555555555,1,1,1,1,1,1,1,1,0,0
57,57383,inverse,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32975, 98872]",1,1,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
58,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91640, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
59,73929,inverse,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 43171, 98872]",1,1,0.5789473684210527,0.5789473684210527,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
60,68580,single,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 36262, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
61,62202,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29766, 29975]",1,1,0.7884615384615384,0.7884615384615384,0.0,0.0,0.21428571428571427,0.21428571428571427,1,1,1,1,1,1,1,1,0,0
62,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91402, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
63,52397,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30260, 76910]",1,1,0.5555555555555556,0.5555555555555556,0.0,0.0,0.2,0.2,1,1,1,1,1,1,1,1,0,0
64,51492,type,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30303, 98872]",1,1,0.7456140350877193,0.7456140350877193,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
65,56098,valueType,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30990, 31172]",1,1,0.95,0.95,0.07692307692307693,0.07692307692307693,0.0,0.0,1,1,1,1,1,1,0,0,0,0
66,66960,distinct,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 92469, 37448, 90220]",1,1,0.7857142857142857,0.7857142857142857,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
67,52397,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30260, 81403]",1,1,0.75,0.75,0.0,0.0,0.23076923076923078,0.23076923076923078,1,1,1,1,1,1,1,1,0,0
68,70810,oneOf,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 42703, 98872]",1,1,0.9727272727272728,0.9727272727272728,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
69,64322,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31943, 30841]",1,1,0.9693251533742331,0.9693251533742331,0.0,0.0,0.09090909090909091,0.09090909090909091,1,1,1,1,1,1,1,1,0,0
70,60307,type,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 34240, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
71,62202,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29766, 43693]",1,1,0.734375,0.734375,0.0,0.0,0.15,0.15,1,1,1,1,1,1,1,1,0,0
72,56958,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32827, 33497]",1,1,0.8695652173913043,0.8695652173913043,0.0,0.0,0.11764705882352941,0.11764705882352941,1,1,1,1,1,1,1,1,0,0
73,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91027, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
74,68684,type,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38708, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
75,57013,inverse,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32843, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
76,68687,single,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38708, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
77,52397,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30260, 87089]",1,1,0.7027027027027027,0.7027027027027027,0.0,0.0,0.21428571428571427,0.21428571428571427,1,1,1,1,1,1,1,1,0,0
78,53992,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31313, 75783]",1,1,0.9453781512605042,0.9453781512605042,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
79,68693,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30223, 35555]",1,1,0.6612903225806451,0.6612903225806451,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
80,58878,conflictWith,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31104, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
81,68689,itemRequiresStatement,5_16,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38708, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
82,56100,type,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30990, 31156]",1,1,0.9285714285714286,0.9285714285714286,0.1111111111111111,0.1111111111111111,0.0,0.0,1,1,1,1,1,1,0,0,0,0
83,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90750, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
84,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90252, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
85,60094,inverse,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30780, 80080]",1,1,0.7272727272727273,0.7272727272727273,0.0,0.0,0.25,0.25,1,1,1,1,1,1,1,1,0,0
86,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91453, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
87,66550,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 37252, 81243]",0,0,0.853448275862069,0.853448275862069,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
88,55763,valueType,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29973, 36734]",1,1,0.7272727272727273,0.7272727272727273,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1,1,1,1,1,1,1,1,0,0
89,56490,valueRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29762, 29900]",1,1,0.8571428571428571,0.8571428571428571,0.25,0.25,0.875,0.875,1,1,1,1,1,1,1,1,0,0
90,66339,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 29916]",1,1,0.9230769230769231,0.9230769230769231,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
91,53610,type,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31152, 74335]",0,0,0.52,0.52,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
92,57383,inverse,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32975, 98872]",1,1,0.819672131147541,0.819672131147541,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
93,57813,single,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 83815, 33150, 96753]",1,1,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
94,62203,type,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29766, 83512]",1,1,0.9090909090909091,0.9090909090909091,0.0,0.0,0.4,0.4,1,1,1,1,1,1,1,1,0,0
95,70736,inverse,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 42664, 98872]",1,1,0.875,0.875,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
96,62766,itemRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 35283, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
97,60921,distinct,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 34519, 90199]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0
98,64322,valueType,5_16,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31943, 30653]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
99,51877,conflictWith,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29852, 32653]",1,1,0.9743589743589743,0.9743589743589743,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
100,66339,valueRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 93547]",1,1,0.8666666666666667,0.8666666666666667,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
101,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91808, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
102,62027,type,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 29895, 34995, 76961]",1,1,0.6511627906976745,0.6511627906976745,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
103,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90885, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
104,56097,itemRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30990, 31172]",1,1,0.95,0.95,0.07692307692307693,0.07692307692307693,0.0,0.0,1,1,1,1,1,1,0,0,0,0
105,52397,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30260, 98872]",1,1,0.9761904761904762,0.9761904761904762,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
106,64322,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31943, 74580]",1,1,0.9766666666666667,0.9766666666666667,0.0,0.0,0.125,0.125,1,1,1,1,1,1,1,1,0,0
107,68597,type,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38662, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
108,72906,valueRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29923, 98872]",1,1,0.9,0.9,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
109,68746,itemRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38744, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
110,68689,itemRequiresStatement,5_16,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38708, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
111,51438,type,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30111, 76530]",1,1,0.9903846153846154,0.9903846153846154,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
112,50362,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29859, 98872]",1,1,0.639344262295082,0.639344262295082,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
113,56687,distinct,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32735, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0
114,60921,distinct,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91569, 34519, 89970]",1,1,0.7586206896551724,0.7586206896551724,0.0,0.0,0.125,0.125,1,1,1,1,1,1,1,1,0,0
